population_size,num_samples,r,seq_len,model,d,t1,t2
1000000.0,2,1e-08,1000000.0,smck_0,1.0,28107.91131505683,28107.91131505683
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5435.928621626246,5435.928621626246
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5430719.749402602,5430719.749402602
1000000.0,2,1e-08,1000000.0,smck_0,1.0,147662.03903269966,147662.03903269966
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1801960.093896858,1801960.093896858
1000000.0,2,1e-08,1000000.0,smck_0,1.0,528519.0957894506,528519.0957894506
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1238791.0608720877,1238791.0608720877
1000000.0,2,1e-08,1000000.0,smck_0,1.0,62306.12948098707,62306.12948098707
1000000.0,2,1e-08,1000000.0,smck_0,1.0,150462.094421269,150462.094421269
1000000.0,2,1e-08,1000000.0,smck_0,1.0,207957.62574231304,207957.62574231304
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1628390.9322921352,1628390.9322921352
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2461190.673581269,2461190.673581269
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5435.928621626246,5435.928621626246
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1154456.2595202462,1154456.2595202462
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3724213.797389633,3724213.797389633
1000000.0,2,1e-08,1000000.0,smck_0,1.0,722994.837423927,722994.837423927
1000000.0,2,1e-08,1000000.0,smck_0,1.0,69438.09560429932,69438.09560429932
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4242231.628261744,4242231.628261744
1000000.0,2,1e-08,1000000.0,smck_0,1.0,534266.8934486816,534266.8934486816
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2816143.4419463705,2816143.4419463705
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3564071.3185912943,3564071.3185912943
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1293658.196894643,1293658.196894643
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1495158.927020087,1495158.927020087
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4337507.128870822,4337507.128870822
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3471176.720829339,3471176.720829339
1000000.0,2,1e-08,1000000.0,smck_0,1.0,653366.0208720054,653366.0208720054
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3630449.3282029787,3630449.3282029787
1000000.0,2,1e-08,1000000.0,smck_0,1.0,24666.009784824673,24666.009784824673
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3991232.2764613307,3991232.2764613307
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3598574.254653601,3598574.254653601
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1087366.5028501311,1087366.5028501311
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1352969.0629907795,1352969.0629907795
1000000.0,2,1e-08,1000000.0,smck_0,1.0,656007.4759087953,694093.4129279086
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1820743.5869441114,1820743.5869441114
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1747607.0956009699,1747607.0956009699
1000000.0,2,1e-08,1000000.0,smck_0,1.0,560981.7626183049,560981.7626183049
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1776887.9128015232,1778808.7636840856
1000000.0,2,1e-08,1000000.0,smck_0,1.0,43206.0495264378,43206.0495264378
1000000.0,2,1e-08,1000000.0,smck_0,1.0,131130.22589095563,131130.22589095563
1000000.0,2,1e-08,1000000.0,smck_0,1.0,70285.2492802589,70285.2492802589
1000000.0,2,1e-08,1000000.0,smck_0,1.0,892032.1841188102,892032.1841188102
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1412373.9582571944,1412373.9582571944
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2205960.521813522,2205960.521813522
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2965318.450013305,2965318.450013305
1000000.0,2,1e-08,1000000.0,smck_0,1.0,282667.4568622484,282667.4568622484
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1558761.421940802,1558761.421940802
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4927246.4202011,4927246.4202011
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4979674.5093388865,4979674.5093388865
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5435.928621626246,5435.928621626246
1000000.0,2,1e-08,1000000.0,smck_0,1.0,682851.3328142836,682851.3328142836
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1866119.7320780826,1866119.7320780826
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4133338.7347202036,4133338.7347202036
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1062250.005296561,1062250.005296561
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5167685.142756242,10950266.370740239
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1203528.9251705739,1203528.9251705739
1000000.0,2,1e-08,1000000.0,smck_0,1.0,569157.6039726249,569157.6039726249
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1633905.5637274699,1633905.5637274699
1000000.0,2,1e-08,1000000.0,smck_0,1.0,811516.959271608,811516.959271608
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2511481.0408677734,2511481.0408677734
1000000.0,2,1e-08,1000000.0,smck_0,1.0,412502.7882782895,412502.7882782895
1000000.0,2,1e-08,1000000.0,smck_0,1.0,715849.3921815524,715849.3921815524
1000000.0,2,1e-08,1000000.0,smck_0,1.0,663389.4750187788,663389.4750187788
1000000.0,2,1e-08,1000000.0,smck_0,1.0,807025.0018703382,807025.0018703382
1000000.0,2,1e-08,1000000.0,smck_0,1.0,6383564.268781351,6383564.268781351
1000000.0,2,1e-08,1000000.0,smck_0,1.0,938318.2385994544,938318.2385994544
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2542040.499263176,2542040.499263176
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3005825.155912701,3005825.155912701
1000000.0,2,1e-08,1000000.0,smck_0,1.0,574480.1255920376,574480.1255920376
1000000.0,2,1e-08,1000000.0,smck_0,1.0,24666.009784824673,24666.009784824673
1000000.0,2,1e-08,1000000.0,smck_0,1.0,14594782.125539573,14594782.125539573
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1039437.7641647807,1039437.7641647807
1000000.0,2,1e-08,1000000.0,smck_0,1.0,625290.5754389955,625290.5754389955
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1361268.380652653,1361268.380652653
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2306227.663980188,2306227.663980188
1000000.0,2,1e-08,1000000.0,smck_0,1.0,966294.1537264591,966294.1537264591
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3647553.48217231,3647553.48217231
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5435.928621626246,5435.928621626246
1000000.0,2,1e-08,1000000.0,smck_0,1.0,540514.8513936049,540514.8513936049
1000000.0,2,1e-08,1000000.0,smck_0,1.0,849904.5071937087,849904.5071937087
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4651136.387432688,4651136.387432688
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2340993.131949341,2340993.131949341
1000000.0,2,1e-08,1000000.0,smck_0,1.0,536608.3564907835,536608.3564907835
1000000.0,2,1e-08,1000000.0,smck_0,1.0,823204.078420586,823204.078420586
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1221893.498572601,1221893.498572601
1000000.0,2,1e-08,1000000.0,smck_0,1.0,805023.3288749773,805023.3288749773
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2020836.8184524886,2020836.8184524886
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1465881.077900328,1465881.077900328
1000000.0,2,1e-08,1000000.0,smck_0,1.0,383581.43704314483,383581.43704314483
1000000.0,2,1e-08,1000000.0,smck_0,1.0,798024.385938194,798024.385938194
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3972158.6422563177,3972158.6422563177
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1854488.0196481869,1854488.0196481869
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2967138.4185210858,2967138.4185210858
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4852329.10781515,4852329.10781515
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3037764.9155775383,3037764.9155775383
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1477838.117988146,1477838.117988146
1000000.0,2,1e-08,1000000.0,smck_0,1.0,575009.1534834222,575009.1534834222
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2039069.1949091563,2039069.1949091563
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2525914.264186319,2525914.264186319
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1341507.2752382557,1341507.2752382557
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2143036.8334068377,2143036.8334068377
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1528823.214225881,1528823.214225881
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2400492.3089092225,2698173.722173365
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3148428.710296848,3148428.710296848
1000000.0,2,1e-08,1000000.0,smck_0,1.0,169155.43450978043,169155.43450978043
1000000.0,2,1e-08,1000000.0,smck_0,1.0,307841.41717903985,307841.41717903985
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1884369.1500750405,1884369.1500750405
1000000.0,2,1e-08,1000000.0,smck_0,1.0,365669.9180010614,365669.9180010614
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1065072.612404593,1065072.612404593
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3982838.556518866,3982838.556518866
1000000.0,2,1e-08,1000000.0,smck_0,1.0,618546.7741811775,618546.7741811775
1000000.0,2,1e-08,1000000.0,smck_0,1.0,568754.3075414083,568754.3075414083
1000000.0,2,1e-08,1000000.0,smck_0,1.0,619500.9743635518,619500.9743635518
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1198736.8685913195,1198736.8685913195
1000000.0,2,1e-08,1000000.0,smck_0,1.0,69438.09560429932,69438.09560429932
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1513420.4648807354,1513420.4648807354
1000000.0,2,1e-08,1000000.0,smck_0,1.0,382037.4551146448,382037.4551146448
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4160942.696261511,4160942.696261511
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5451173.420050371,5451173.420050371
1000000.0,2,1e-08,1000000.0,smck_0,1.0,280844.3847225176,280844.3847225176
1000000.0,2,1e-08,1000000.0,smck_0,1.0,600404.4632962305,600404.4632962305
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2721659.596146072,2721659.596146072
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2629597.700187553,2629597.700187553
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2512509.985876956,2512509.985876956
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2718040.36451643,2718040.36451643
1000000.0,2,1e-08,1000000.0,smck_0,1.0,7473435.742358285,7473435.742358285
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3645490.1460964037,3645490.1460964037
1000000.0,2,1e-08,1000000.0,smck_0,1.0,85364.05284040436,85364.05284040436
1000000.0,2,1e-08,1000000.0,smck_0,1.0,224383.59711057995,224383.59711057995
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1639736.7778458667,1639736.7778458667
1000000.0,2,1e-08,1000000.0,smck_0,1.0,6611178.477449442,6611178.477449442
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5372607.636413525,5372607.636413525
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1176521.7201140032,1176521.7201140032
1000000.0,2,1e-08,1000000.0,smck_0,1.0,231059.24340099588,231059.24340099588
1000000.0,2,1e-08,1000000.0,smck_0,1.0,988679.2113358434,988679.2113358434
1000000.0,2,1e-08,1000000.0,smck_0,1.0,716399.2516074721,716399.2516074721
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2008232.7862821561,2008232.7862821561
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4743505.9191472335,4743505.9191472335
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1654314.0530164372,1654314.0530164372
1000000.0,2,1e-08,1000000.0,smck_0,1.0,976348.8764588041,976348.8764588041
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4974938.494785618,4974938.494785618
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2159691.913326522,2159691.913326522
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2393339.019191661,2393339.019191661
1000000.0,2,1e-08,1000000.0,smck_0,1.0,232613.04390763235,232613.04390763235
1000000.0,2,1e-08,1000000.0,smck_0,1.0,463210.6837795321,463210.6837795321
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1469455.4299321054,1469455.4299321054
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4139185.5435967455,4139185.5435967455
1000000.0,2,1e-08,1000000.0,smck_0,1.0,6356110.39323154,6356110.39323154
1000000.0,2,1e-08,1000000.0,smck_0,1.0,142878.59397618147,142878.59397618147
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1386552.9789352415,1386552.9789352415
1000000.0,2,1e-08,1000000.0,smck_0,1.0,32571.91979608296,32571.91979608296
1000000.0,2,1e-08,1000000.0,smck_0,1.0,929888.0673516728,929888.0673516728
1000000.0,2,1e-08,1000000.0,smck_0,1.0,619500.9743635518,619500.9743635518
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3941593.2054095645,3941593.2054095645
1000000.0,2,1e-08,1000000.0,smck_0,1.0,842168.3652924262,842168.3652924262
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2421776.220895382,2421776.220895382
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3898006.7208049763,3898006.7208049763
1000000.0,2,1e-08,1000000.0,smck_0,1.0,864788.0025010337,864788.0025010337
1000000.0,2,1e-08,1000000.0,smck_0,1.0,435334.4834868206,435334.4834868206
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1367938.0217765407,1367938.0217765407
1000000.0,2,1e-08,1000000.0,smck_0,1.0,393566.239292936,393566.239292936
1000000.0,2,1e-08,1000000.0,smck_0,1.0,101945.59561485425,101945.59561485425
1000000.0,2,1e-08,1000000.0,smck_0,1.0,588796.5113002578,588796.5113002578
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3519825.1855305517,3519825.1855305517
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3848410.674684863,3848410.674684863
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3420052.236717899,3420052.236717899
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2493034.5455995924,2493034.5455995924
1000000.0,2,1e-08,1000000.0,smck_0,1.0,69438.09560429932,69438.09560429932
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5435.928621626246,5435.928621626246
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3560938.933938957,3560938.933938957
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3879781.8286233013,3879781.8286233013
1000000.0,2,1e-08,1000000.0,smck_0,1.0,6006788.128897247,6006788.128897247
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2173609.581189988,2173609.581189988
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5234528.138793308,5234528.138793308
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2616066.9357858803,2616066.9357858803
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1170422.854048873,1170422.854048873
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1600293.1881248525,1600293.1881248525
1000000.0,2,1e-08,1000000.0,smck_0,1.0,95149.24847157848,95149.24847157848
1000000.0,2,1e-08,1000000.0,smck_0,1.0,864714.8648501415,864714.8648501415
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1811137.0269719486,1811137.0269719486
1000000.0,2,1e-08,1000000.0,smck_0,1.0,782804.2615877934,782804.2615877934
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2331810.4952779035,2331810.4952779035
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5934005.347327257,5934005.347327257
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1790683.3162652592,1790683.3162652592
1000000.0,2,1e-08,1000000.0,smck_0,1.0,736203.0019240386,736203.0019240386
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5286904.191188316,5286904.191188316
1000000.0,2,1e-08,1000000.0,smck_0,1.0,7665262.014595581,7665262.014595581
1000000.0,2,1e-08,1000000.0,smck_0,1.0,410369.70815636206,410369.70815636206
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1183490.6975681556,1183490.6975681556
1000000.0,2,1e-08,1000000.0,smck_0,1.0,447136.31376107817,447136.31376107817
1000000.0,2,1e-08,1000000.0,smck_0,1.0,61050.25119967385,61050.25119967385
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4158983.152783931,4158983.152783931
1000000.0,2,1e-08,1000000.0,smck_0,1.0,848439.0958148801,848439.0958148801
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2155695.7675655824,2155695.7675655824
1000000.0,2,1e-08,1000000.0,smck_0,1.0,789387.057502828,789387.057502828
1000000.0,2,1e-08,1000000.0,smck_0,1.0,256467.7516016466,256467.7516016466
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5012462.199643375,5012462.199643375
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1465019.8199925784,1465019.8199925784
1000000.0,2,1e-08,1000000.0,smck_0,1.0,663389.4750187788,663389.4750187788
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3437773.7428928786,3437773.7428928786
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1204109.7642108214,1204109.7642108214
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1044096.8604772924,1044096.8604772924
1000000.0,2,1e-08,1000000.0,smck_0,1.0,772884.3851784136,772884.3851784136
1000000.0,2,1e-08,1000000.0,smck_0,1.0,406960.63021460833,406960.63021460833
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1164583.422258822,1164583.422258822
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1696776.4584771676,1696776.4584771676
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2503068.8243017206,2503068.8243017206
1000000.0,2,1e-08,1000000.0,smck_0,1.0,213805.41713456102,213805.41713456102
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2245435.3147804597,2245435.3147804597
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4474265.204508644,4474265.204508644
1000000.0,2,1e-08,1000000.0,smck_0,1.0,850603.190474114,850603.190474114
1000000.0,2,1e-08,1000000.0,smck_0,1.0,59066.1430831868,59066.1430831868
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1543567.5031345193,1543567.5031345193
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1100526.0450644162,1100526.0450644162
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3590155.8900387823,3590155.8900387823
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1092258.3917997684,1092258.3917997684
1000000.0,2,1e-08,1000000.0,smck_0,1.0,664128.5557554507,664128.5557554507
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2419285.0679797744,2419285.0679797744
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1477507.4532047822,1477507.4532047822
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2920744.8686215794,2920744.8686215794
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3266008.5605789027,6350482.268403681
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3196857.9813972847,3196857.9813972847
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1308877.179980293,1308877.179980293
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5435.928621626246,5435.928621626246
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1194297.6612180113,1194297.6612180113
1000000.0,2,1e-08,1000000.0,smck_0,1.0,405761.4650853591,405761.4650853591
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5435.928621626246,5435.928621626246
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3119923.184189594,3119923.184189594
1000000.0,2,1e-08,1000000.0,smck_0,1.0,521907.2845177588,521907.2845177588
1000000.0,2,1e-08,1000000.0,smck_0,1.0,51889.277386729074,51889.277386729074
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3104873.853683977,3104873.853683977
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5435.928621626246,5435.928621626246
1000000.0,2,1e-08,1000000.0,smck_0,1.0,230719.97144060372,230719.97144060372
1000000.0,2,1e-08,1000000.0,smck_0,1.0,7196418.915737441,7196418.915737441
1000000.0,2,1e-08,1000000.0,smck_0,1.0,89933.9002750308,89933.9002750308
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2071692.4757074632,2071692.4757074632
1000000.0,2,1e-08,1000000.0,smck_0,1.0,346738.04815177596,346738.04815177596
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4071921.7605835465,4071921.7605835465
1000000.0,2,1e-08,1000000.0,smck_0,1.0,918403.6366552444,918403.6366552444
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3238552.9558069212,3238552.9558069212
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1192245.749993977,1192245.749993977
1000000.0,2,1e-08,1000000.0,smck_0,1.0,9006057.728117837,9006057.728117837
1000000.0,2,1e-08,1000000.0,smck_0,1.0,236840.81716783223,236840.81716783223
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5875825.591089129,5875825.591089129
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1088195.366136855,1088195.366136855
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2751168.8066017074,2751168.8066017074
1000000.0,2,1e-08,1000000.0,smck_0,1.0,946220.485761914,946220.485761914
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2822037.914042068,2822037.914042068
1000000.0,2,1e-08,1000000.0,smck_0,1.0,185508.69337370264,185508.69337370264
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5435.928621626246,5435.928621626246
1000000.0,2,1e-08,1000000.0,smck_0,1.0,869389.331963563,869389.331963563
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3630164.014030805,4009498.0791020584
1000000.0,2,1e-08,1000000.0,smck_0,1.0,619197.7631029031,619197.7631029031
1000000.0,2,1e-08,1000000.0,smck_0,1.0,6315911.213165365,6315911.213165365
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1452244.41588074,1452244.41588074
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2159857.257780806,2159857.257780806
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3805807.5844576354,5206986.474205506
1000000.0,2,1e-08,1000000.0,smck_0,1.0,459399.57110902027,459399.57110902027
1000000.0,2,1e-08,1000000.0,smck_0,1.0,226385.371109624,226385.371109624
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2441504.409527028,2441504.409527028
1000000.0,2,1e-08,1000000.0,smck_0,1.0,416669.35602291505,416669.35602291505
1000000.0,2,1e-08,1000000.0,smck_0,1.0,9060903.075423134,9060903.075423134
1000000.0,2,1e-08,1000000.0,smck_0,1.0,131130.22589095563,131130.22589095563
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1481246.2741843136,1481246.2741843136
1000000.0,2,1e-08,1000000.0,smck_0,1.0,509130.16119430354,509130.16119430354
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4309054.054508453,4309054.054508453
1000000.0,2,1e-08,1000000.0,smck_0,1.0,930733.71204294,930733.71204294
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3862948.5529614557,3862948.5529614557
1000000.0,2,1e-08,1000000.0,smck_0,1.0,549965.7160283565,549965.7160283565
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1736278.6105809915,1736278.6105809915
1000000.0,2,1e-08,1000000.0,smck_0,1.0,648137.9073531057,648137.9073531057
1000000.0,2,1e-08,1000000.0,smck_0,1.0,897288.9732978998,897288.9732978998
1000000.0,2,1e-08,1000000.0,smck_0,1.0,929623.7072879343,929623.7072879343
1000000.0,2,1e-08,1000000.0,smck_0,1.0,7505610.0973557355,7505610.0973557355
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1487894.121030403,1487894.121030403
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3044307.9710032092,3044307.9710032092
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1672930.396166896,1672930.396166896
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5435.928621626246,5435.928621626246
1000000.0,2,1e-08,1000000.0,smck_0,1.0,674354.2772461263,674354.2772461263
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1977337.5265764399,1977337.5265764399
1000000.0,2,1e-08,1000000.0,smck_0,1.0,690960.6427450238,690960.6427450238
1000000.0,2,1e-08,1000000.0,smck_0,1.0,6577456.704833076,6577456.704833076
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1218048.8698023772,1218048.8698023772
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3710617.1521080523,3710617.1521080523
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4732023.752784933,4732023.752784933
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4759729.311048359,4759729.311048359
1000000.0,2,1e-08,1000000.0,smck_0,1.0,762292.4136545972,762292.4136545972
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2143036.8334068377,2143036.8334068377
1000000.0,2,1e-08,1000000.0,smck_0,1.0,234351.90960847348,234351.90960847348
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3779474.8039342025,5627476.511459424
1000000.0,2,1e-08,1000000.0,smck_0,1.0,552121.066220255,552121.066220255
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3632947.569018383,3632947.569018383
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2575329.79258536,2575329.79258536
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5435.928621626246,5435.928621626246
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1764483.369408119,1764483.369408119
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4031535.5602787756,4031535.5602787756
1000000.0,2,1e-08,1000000.0,smck_0,1.0,10388109.598555544,10388109.598555544
1000000.0,2,1e-08,1000000.0,smck_0,1.0,606228.4100526876,606228.4100526876
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1194212.6207878094,1194212.6207878094
1000000.0,2,1e-08,1000000.0,smck_0,1.0,925420.571647439,925420.571647439
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1878075.419722076,1878075.419722076
1000000.0,2,1e-08,1000000.0,smck_0,1.0,67464.48360284096,67464.48360284096
1000000.0,2,1e-08,1000000.0,smck_0,1.0,2720568.728346726,2720568.728346726
1000000.0,2,1e-08,1000000.0,smck_0,1.0,4066323.6819855846,4066323.6819855846
1000000.0,2,1e-08,1000000.0,smck_0,1.0,424647.4794171213,424647.4794171213
1000000.0,2,1e-08,1000000.0,smck_0,1.0,210072.53397051577,210072.53397051577
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1446612.0872326384,1446612.0872326384
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1173375.3717413996,1173375.3717413996
1000000.0,2,1e-08,1000000.0,smck_0,1.0,594593.7302474957,594593.7302474957
1000000.0,2,1e-08,1000000.0,smck_0,1.0,3270473.4601007965,3270473.4601007965
1000000.0,2,1e-08,1000000.0,smck_0,1.0,9629982.73452684,9629982.73452684
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1391210.5643120527,1391210.5643120527
1000000.0,2,1e-08,1000000.0,smck_0,1.0,5435.928621626246,5435.928621626246
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1148830.558718204,1148830.558718204
1000000.0,2,1e-08,1000000.0,smck_0,1.0,1802968.6262859716,1802968.6262859716
