N,L,r,num_samples,model,gens,ancestors
1000000.0,1000000.0,1e-08,10000,100,10,10674
1000000.0,1000000.0,1e-08,10000,100,10,10791
1000000.0,1000000.0,1e-08,10000,100,10,10726
1000000.0,1000000.0,1e-08,10000,100,10,10714
1000000.0,1000000.0,1e-08,10000,100,10,10751
1000000.0,1000000.0,1e-08,10000,100,10,10725
1000000.0,1000000.0,1e-08,10000,100,10,10702
1000000.0,1000000.0,1e-08,10000,1000,10,10722
1000000.0,1000000.0,1e-08,10000,100,10,10738
1000000.0,1000000.0,1e-08,10000,100,10,10732
1000000.0,1000000.0,1e-08,10000,1000,10,10719
1000000.0,1000000.0,1e-08,10000,1000,10,10765
1000000.0,1000000.0,1e-08,10000,100,10,10698
1000000.0,1000000.0,1e-08,10000,1000,10,10722
1000000.0,1000000.0,1e-08,10000,1000,10,10738
1000000.0,1000000.0,1e-08,10000,1000,10,10734
1000000.0,1000000.0,1e-08,10000,1000,10,10752
1000000.0,1000000.0,1e-08,10000,1000,10,10731
1000000.0,1000000.0,1e-08,10000,1000,10,10736
1000000.0,1000000.0,1e-08,10000,1000,10,10794
1000000.0,1000000.0,1e-08,10000,1000,10,10730
1000000.0,1000000.0,1e-08,10000,1000,10,10788
1000000.0,1000000.0,1e-08,10000,1000,10,10709
1000000.0,1000000.0,1e-08,10000,1000,10,10764
1000000.0,1000000.0,1e-08,10000,1000,10,10720
1000000.0,1000000.0,1e-08,10000,1000,10,10676
1000000.0,1000000.0,1e-08,10000,1000,10,10703
1000000.0,1000000.0,1e-08,10000,1000,10,10735
1000000.0,1000000.0,1e-08,10000,1000,10,10759
1000000.0,1000000.0,1e-08,10000,1000,10,10768
1000000.0,1000000.0,1e-08,10000,1000,10,10727
1000000.0,1000000.0,1e-08,10000,1000,10,10689
1000000.0,1000000.0,1e-08,10000,1000,10,10732
1000000.0,1000000.0,1e-08,10000,1000,10,10768
1000000.0,1000000.0,1e-08,10000,1000,10,10715
1000000.0,1000000.0,1e-08,10000,10000,10,10699
1000000.0,1000000.0,1e-08,10000,10000,10,10741
1000000.0,1000000.0,1e-08,10000,10000,10,10727
1000000.0,1000000.0,1e-08,10000,10000,10,10726
1000000.0,1000000.0,1e-08,10000,10000,10,10701
1000000.0,1000000.0,1e-08,10000,10000,10,10678
1000000.0,1000000.0,1e-08,10000,10000,10,10776
1000000.0,1000000.0,1e-08,10000,10000,10,10709
1000000.0,1000000.0,1e-08,10000,10000,10,10645
1000000.0,1000000.0,1e-08,10000,10000,10,10694
1000000.0,1000000.0,1e-08,10000,10000,10,10705
1000000.0,1000000.0,1e-08,10000,10000,10,10724
1000000.0,1000000.0,1e-08,10000,10000,10,10679
1000000.0,1000000.0,1e-08,10000,10000,10,10746
1000000.0,1000000.0,1e-08,10000,10000,10,10704
1000000.0,1000000.0,1e-08,10000,10000,10,10676
1000000.0,1000000.0,1e-08,10000,10000,10,10666
1000000.0,1000000.0,1e-08,10000,10000,10,10683
1000000.0,1000000.0,1e-08,10000,10000,10,10768
1000000.0,1000000.0,1e-08,10000,10000,10,10719
1000000.0,1000000.0,1e-08,10000,100000,10,10673
1000000.0,1000000.0,1e-08,10000,10000,10,10774
1000000.0,1000000.0,1e-08,10000,10000,10,10740
1000000.0,1000000.0,1e-08,10000,100000,10,10734
1000000.0,1000000.0,1e-08,10000,10000,10,10693
1000000.0,1000000.0,1e-08,10000,10000,10,10705
1000000.0,1000000.0,1e-08,10000,10000,10,10737
1000000.0,1000000.0,1e-08,10000,100000,10,10687
1000000.0,1000000.0,1e-08,10000,100000,10,10681
1000000.0,1000000.0,1e-08,10000,100000,10,10731
1000000.0,1000000.0,1e-08,10000,100000,10,10698
1000000.0,1000000.0,1e-08,10000,100000,10,10745
1000000.0,1000000.0,1e-08,10000,100000,10,10697
1000000.0,1000000.0,1e-08,10000,100000,10,10732
1000000.0,1000000.0,1e-08,10000,100000,10,10702
1000000.0,1000000.0,1e-08,10000,100000,10,10702
1000000.0,1000000.0,1e-08,10000,100000,10,10743
1000000.0,1000000.0,1e-08,10000,100000,10,10680
1000000.0,1000000.0,1e-08,10000,100000,10,10689
1000000.0,1000000.0,1e-08,10000,100000,10,10708
1000000.0,1000000.0,1e-08,10000,100000,10,10743
1000000.0,1000000.0,1e-08,10000,100000,10,10731
1000000.0,1000000.0,1e-08,10000,100000,10,10713
1000000.0,1000000.0,1e-08,10000,100000,10,10715
1000000.0,1000000.0,1e-08,10000,100000,10,10757
1000000.0,1000000.0,1e-08,10000,100000,10,10779
1000000.0,1000000.0,1e-08,10000,100000,10,10731
1000000.0,1000000.0,1e-08,10000,1000000,10,10729
1000000.0,1000000.0,1e-08,10000,1000000,10,10734
1000000.0,1000000.0,1e-08,10000,100000,10,10656
1000000.0,1000000.0,1e-08,10000,1000000,10,10744
1000000.0,1000000.0,1e-08,10000,1000000,10,10690
1000000.0,1000000.0,1e-08,10000,1000000,10,10741
1000000.0,1000000.0,1e-08,10000,100000,10,10723
1000000.0,1000000.0,1e-08,10000,100000,10,10693
1000000.0,1000000.0,1e-08,10000,1000000,10,10759
1000000.0,1000000.0,1e-08,10000,1000000,10,10701
1000000.0,1000000.0,1e-08,10000,1000000,10,10691
1000000.0,1000000.0,1e-08,10000,1000000,10,10737
1000000.0,1000000.0,1e-08,10000,1000000,10,10733
1000000.0,1000000.0,1e-08,10000,1000000,10,10736
1000000.0,1000000.0,1e-08,10000,1000000,10,10736
1000000.0,1000000.0,1e-08,10000,1000000,10,10691
1000000.0,1000000.0,1e-08,10000,1000000,10,10769
1000000.0,1000000.0,1e-08,10000,1000000,10,10708
1000000.0,1000000.0,1e-08,10000,1000000,10,10698
1000000.0,1000000.0,1e-08,10000,1000000,10,10723
1000000.0,1000000.0,1e-08,10000,1000000,10,10733
1000000.0,1000000.0,1e-08,10000,1000000,10,10695
1000000.0,1000000.0,1e-08,10000,1000000,10,10698
1000000.0,1000000.0,1e-08,10000,1000000,10,10689
1000000.0,1000000.0,1e-08,10000,1000000,10,10728
1000000.0,1000000.0,1e-08,10000,1000000,10,10725
1000000.0,1000000.0,1e-08,10000,smc_k,10,10748
1000000.0,1000000.0,1e-08,10000,smc_k,10,10701
1000000.0,1000000.0,1e-08,10000,smc_k,10,10713
1000000.0,1000000.0,1e-08,10000,1000000,10,10761
1000000.0,1000000.0,1e-08,10000,1000000,10,10751
1000000.0,1000000.0,1e-08,10000,smc_k,10,10659
1000000.0,1000000.0,1e-08,10000,smc_k,10,10759
1000000.0,1000000.0,1e-08,10000,smc_k,10,10737
1000000.0,1000000.0,1e-08,10000,smc_k,10,10733
1000000.0,1000000.0,1e-08,10000,smc_k,10,10699
1000000.0,1000000.0,1e-08,10000,smc_k,10,10742
1000000.0,1000000.0,1e-08,10000,smc_k,10,10765
1000000.0,1000000.0,1e-08,10000,smc_k,10,10683
1000000.0,1000000.0,1e-08,10000,smc_k,10,10731
1000000.0,1000000.0,1e-08,10000,smc_k,10,10725
1000000.0,1000000.0,1e-08,10000,smc_k,10,10745
1000000.0,1000000.0,1e-08,10000,smc_k,10,10755
1000000.0,1000000.0,1e-08,10000,smc_k,10,10738
1000000.0,1000000.0,1e-08,10000,smc_k,10,10677
1000000.0,1000000.0,1e-08,10000,Hudson,10,10805
1000000.0,1000000.0,1e-08,10000,smc_k,10,10685
1000000.0,1000000.0,1e-08,10000,smc_k,10,10736
1000000.0,1000000.0,1e-08,10000,Hudson,10,10687
1000000.0,1000000.0,1e-08,10000,Hudson,10,10738
1000000.0,1000000.0,1e-08,10000,Hudson,10,10658
1000000.0,1000000.0,1e-08,10000,Hudson,10,10699
1000000.0,1000000.0,1e-08,10000,Hudson,10,10721
1000000.0,1000000.0,1e-08,10000,Hudson,10,10725
1000000.0,1000000.0,1e-08,10000,Hudson,10,10727
1000000.0,1000000.0,1e-08,10000,Hudson,10,10794
1000000.0,1000000.0,1e-08,10000,Hudson,10,10745
1000000.0,1000000.0,1e-08,10000,Hudson,10,10738
1000000.0,1000000.0,1e-08,10000,smc_k,10,10767
1000000.0,1000000.0,1e-08,10000,Hudson,10,10718
1000000.0,1000000.0,1e-08,10000,Hudson,10,10728
1000000.0,1000000.0,1e-08,10000,smc_k,10,10704
1000000.0,1000000.0,1e-08,10000,Hudson,10,10695
1000000.0,1000000.0,1e-08,10000,Hudson,10,10689
1000000.0,1000000.0,1e-08,10000,Hudson,10,10699
1000000.0,1000000.0,1e-08,10000,Hudson,10,10742
1000000.0,1000000.0,1e-08,10000,Hudson,10,10738
1000000.0,1000000.0,1e-08,10000,Hudson,10,10750
1000000.0,1000000.0,1e-08,10000,smc_k,10,10697
1000000.0,1000000.0,1e-08,10000,Hudson,10,10704
1000000.0,1000000.0,1e-08,10000,smc_k,10,10704
1000000.0,1000000.0,1e-08,10000,smc_k,10,10718
1000000.0,1000000.0,1e-08,10000,Hudson,10,10751
1000000.0,1000000.0,1e-08,10000,Hudson,10,10710
1000000.0,1000000.0,1e-08,10000,Hudson,10,10707
1000000.0,1000000.0,1e-08,10000,smc_k,10,10729
1000000.0,1000000.0,1e-08,10000,Hudson,10,10767
1000000.0,1000000.0,1e-08,10000,Hudson,10,10720
1000000.0,1000000.0,1e-08,10000,dtwf,10,10671
1000000.0,1000000.0,1e-08,10000,dtwf,10,10739
1000000.0,1000000.0,1e-08,10000,dtwf,10,10657
1000000.0,1000000.0,1e-08,10000,dtwf,10,10728
1000000.0,1000000.0,1e-08,10000,dtwf,10,10662
1000000.0,1000000.0,1e-08,10000,dtwf,10,10686
1000000.0,1000000.0,1e-08,10000,dtwf,10,10696
1000000.0,1000000.0,1e-08,10000,dtwf,10,10700
1000000.0,1000000.0,1e-08,10000,dtwf,10,10758
1000000.0,1000000.0,1e-08,10000,dtwf,10,10707
1000000.0,1000000.0,1e-08,10000,dtwf,10,10722
1000000.0,1000000.0,1e-08,10000,dtwf,10,10692
1000000.0,1000000.0,1e-08,10000,dtwf,10,10746
1000000.0,1000000.0,1e-08,10000,dtwf,10,10699
1000000.0,1000000.0,1e-08,10000,dtwf,10,10706
1000000.0,1000000.0,1e-08,10000,dtwf,10,10716
1000000.0,1000000.0,1e-08,10000,dtwf,10,10728
1000000.0,1000000.0,1e-08,10000,dtwf,10,10741
1000000.0,1000000.0,1e-08,10000,dtwf,10,10722
1000000.0,1000000.0,1e-08,10000,dtwf,10,10662
1000000.0,1000000.0,1e-08,10000,dtwf,10,10715
1000000.0,1000000.0,1e-08,10000,dtwf,10,10663
1000000.0,1000000.0,1e-08,10000,dtwf,10,10712
1000000.0,1000000.0,1e-08,10000,dtwf,10,10610
1000000.0,1000000.0,1e-08,10000,dtwf,10,10783
1000000.0,1000000.0,1e-08,10000,10,50,13023
1000000.0,1000000.0,1e-08,10000,10,50,12923
1000000.0,1000000.0,1e-08,10000,10,50,13099
1000000.0,1000000.0,1e-08,10000,10,50,13006
1000000.0,1000000.0,1e-08,10000,10,50,13173
1000000.0,1000000.0,1e-08,10000,10,50,13017
1000000.0,1000000.0,1e-08,10000,10,50,13143
1000000.0,1000000.0,1e-08,10000,10,50,13108
1000000.0,1000000.0,1e-08,10000,10,50,13011
1000000.0,1000000.0,1e-08,10000,10,50,12979
1000000.0,1000000.0,1e-08,10000,10,50,13039
1000000.0,1000000.0,1e-08,10000,10,50,13003
1000000.0,1000000.0,1e-08,10000,10,50,13106
1000000.0,1000000.0,1e-08,10000,10,50,13170
1000000.0,1000000.0,1e-08,10000,10,50,13027
1000000.0,1000000.0,1e-08,10000,10,50,12999
1000000.0,1000000.0,1e-08,10000,10,50,13144
1000000.0,1000000.0,1e-08,10000,10,50,13044
1000000.0,1000000.0,1e-08,10000,10,50,13185
1000000.0,1000000.0,1e-08,10000,10,50,13272
1000000.0,1000000.0,1e-08,10000,100,50,13091
1000000.0,1000000.0,1e-08,10000,100,50,13156
1000000.0,1000000.0,1e-08,10000,100,50,13004
1000000.0,1000000.0,1e-08,10000,100,50,13147
1000000.0,1000000.0,1e-08,10000,10,50,13141
1000000.0,1000000.0,1e-08,10000,100,50,13160
1000000.0,1000000.0,1e-08,10000,10,50,13142
1000000.0,1000000.0,1e-08,10000,10,50,13041
1000000.0,1000000.0,1e-08,10000,100,50,12972
1000000.0,1000000.0,1e-08,10000,100,50,13093
1000000.0,1000000.0,1e-08,10000,10,50,13228
1000000.0,1000000.0,1e-08,10000,10,50,13092
1000000.0,1000000.0,1e-08,10000,100,50,13202
1000000.0,1000000.0,1e-08,10000,100,50,13289
1000000.0,1000000.0,1e-08,10000,100,50,13060
1000000.0,1000000.0,1e-08,10000,100,50,13045
1000000.0,1000000.0,1e-08,10000,100,50,12993
1000000.0,1000000.0,1e-08,10000,100,50,13087
1000000.0,1000000.0,1e-08,10000,100,50,13167
1000000.0,1000000.0,1e-08,10000,100,50,13151
1000000.0,1000000.0,1e-08,10000,100,50,13046
1000000.0,1000000.0,1e-08,10000,100,50,13173
1000000.0,1000000.0,1e-08,10000,100,50,13043
1000000.0,1000000.0,1e-08,10000,100,50,13178
1000000.0,1000000.0,1e-08,10000,1000,50,13078
1000000.0,1000000.0,1e-08,10000,100,50,13111
1000000.0,1000000.0,1e-08,10000,1000,50,13031
1000000.0,1000000.0,1e-08,10000,100,50,13068
1000000.0,1000000.0,1e-08,10000,100,50,12991
1000000.0,1000000.0,1e-08,10000,100,50,13049
1000000.0,1000000.0,1e-08,10000,100,50,13087
1000000.0,1000000.0,1e-08,10000,100,50,12957
1000000.0,1000000.0,1e-08,10000,1000,50,13099
1000000.0,1000000.0,1e-08,10000,1000,50,13127
1000000.0,1000000.0,1e-08,10000,1000,50,13103
1000000.0,1000000.0,1e-08,10000,1000,50,13158
1000000.0,1000000.0,1e-08,10000,1000,50,13071
1000000.0,1000000.0,1e-08,10000,1000,50,12927
1000000.0,1000000.0,1e-08,10000,1000,50,13084
1000000.0,1000000.0,1e-08,10000,1000,50,13069
1000000.0,1000000.0,1e-08,10000,1000,50,13181
1000000.0,1000000.0,1e-08,10000,1000,50,13120
1000000.0,1000000.0,1e-08,10000,1000,50,13067
1000000.0,1000000.0,1e-08,10000,1000,50,13204
1000000.0,1000000.0,1e-08,10000,1000,50,13056
1000000.0,1000000.0,1e-08,10000,1000,50,13092
1000000.0,1000000.0,1e-08,10000,1000,50,13029
1000000.0,1000000.0,1e-08,10000,1000,50,13090
1000000.0,1000000.0,1e-08,10000,1000,50,13213
1000000.0,1000000.0,1e-08,10000,1000,50,12977
1000000.0,1000000.0,1e-08,10000,1000,50,13011
1000000.0,1000000.0,1e-08,10000,1000,50,13222
1000000.0,1000000.0,1e-08,10000,10000,50,13111
1000000.0,1000000.0,1e-08,10000,10000,50,13032
1000000.0,1000000.0,1e-08,10000,10000,50,13090
1000000.0,1000000.0,1e-08,10000,10000,50,13184
1000000.0,1000000.0,1e-08,10000,10000,50,13064
1000000.0,1000000.0,1e-08,10000,10000,50,13086
1000000.0,1000000.0,1e-08,10000,1000,50,13107
1000000.0,1000000.0,1e-08,10000,1000,50,13136
1000000.0,1000000.0,1e-08,10000,1000,50,12981
1000000.0,1000000.0,1e-08,10000,10000,50,13142
1000000.0,1000000.0,1e-08,10000,10000,50,13042
1000000.0,1000000.0,1e-08,10000,10000,50,13021
1000000.0,1000000.0,1e-08,10000,10000,50,13089
1000000.0,1000000.0,1e-08,10000,10000,50,13131
1000000.0,1000000.0,1e-08,10000,10000,50,13239
1000000.0,1000000.0,1e-08,10000,10000,50,13198
1000000.0,1000000.0,1e-08,10000,10000,50,13097
1000000.0,1000000.0,1e-08,10000,10000,50,13123
1000000.0,1000000.0,1e-08,10000,10000,50,13128
1000000.0,1000000.0,1e-08,10000,100000,50,13134
1000000.0,1000000.0,1e-08,10000,10000,50,13045
1000000.0,1000000.0,1e-08,10000,100000,50,13078
1000000.0,1000000.0,1e-08,10000,100000,50,13033
1000000.0,1000000.0,1e-08,10000,10000,50,13043
1000000.0,1000000.0,1e-08,10000,10000,50,13071
1000000.0,1000000.0,1e-08,10000,10000,50,13052
1000000.0,1000000.0,1e-08,10000,10000,50,13199
1000000.0,1000000.0,1e-08,10000,100000,50,13175
1000000.0,1000000.0,1e-08,10000,10000,50,13192
1000000.0,1000000.0,1e-08,10000,100000,50,13044
1000000.0,1000000.0,1e-08,10000,100000,50,13133
1000000.0,1000000.0,1e-08,10000,10000,50,13131
1000000.0,1000000.0,1e-08,10000,10000,50,13175
1000000.0,1000000.0,1e-08,10000,10000,50,13115
1000000.0,1000000.0,1e-08,10000,100000,50,13107
1000000.0,1000000.0,1e-08,10000,100000,50,13052
1000000.0,1000000.0,1e-08,10000,100000,50,13060
1000000.0,1000000.0,1e-08,10000,100000,50,13006
1000000.0,1000000.0,1e-08,10000,100000,50,13035
1000000.0,1000000.0,1e-08,10000,100000,50,13046
1000000.0,1000000.0,1e-08,10000,100000,50,13061
1000000.0,1000000.0,1e-08,10000,100000,50,13021
1000000.0,1000000.0,1e-08,10000,100000,50,13012
1000000.0,1000000.0,1e-08,10000,100000,50,13060
1000000.0,1000000.0,1e-08,10000,100000,50,12973
1000000.0,1000000.0,1e-08,10000,100000,50,13077
1000000.0,1000000.0,1e-08,10000,100000,50,13073
1000000.0,1000000.0,1e-08,10000,100000,50,13168
1000000.0,1000000.0,1e-08,10000,100000,50,13030
1000000.0,1000000.0,1e-08,10000,100000,50,13071
1000000.0,1000000.0,1e-08,10000,100000,50,13081
1000000.0,1000000.0,1e-08,10000,100000,50,12974
1000000.0,1000000.0,1e-08,10000,100000,50,13140
1000000.0,1000000.0,1e-08,10000,1000000,50,12987
1000000.0,1000000.0,1e-08,10000,1000000,50,13118
1000000.0,1000000.0,1e-08,10000,1000000,50,12915
1000000.0,1000000.0,1e-08,10000,1000000,50,12938
1000000.0,1000000.0,1e-08,10000,1000000,50,12953
1000000.0,1000000.0,1e-08,10000,1000000,50,13058
1000000.0,1000000.0,1e-08,10000,1000000,50,13035
1000000.0,1000000.0,1e-08,10000,1000000,50,13074
1000000.0,1000000.0,1e-08,10000,1000000,50,12965
1000000.0,1000000.0,1e-08,10000,1000000,50,13085
1000000.0,1000000.0,1e-08,10000,1000000,50,12946
1000000.0,1000000.0,1e-08,10000,1000000,50,13010
1000000.0,1000000.0,1e-08,10000,1000000,50,13093
1000000.0,1000000.0,1e-08,10000,1000000,50,13058
1000000.0,1000000.0,1e-08,10000,1000000,50,12952
1000000.0,1000000.0,1e-08,10000,1000000,50,12998
1000000.0,1000000.0,1e-08,10000,1000000,50,13155
1000000.0,1000000.0,1e-08,10000,1000000,50,13048
1000000.0,1000000.0,1e-08,10000,1000000,50,13040
1000000.0,1000000.0,1e-08,10000,1000000,50,13120
1000000.0,1000000.0,1e-08,10000,smc_k,50,13143
1000000.0,1000000.0,1e-08,10000,smc_k,50,13043
1000000.0,1000000.0,1e-08,10000,smc_k,50,13038
1000000.0,1000000.0,1e-08,10000,smc_k,50,13030
1000000.0,1000000.0,1e-08,10000,1000000,50,12984
1000000.0,1000000.0,1e-08,10000,1000000,50,12953
1000000.0,1000000.0,1e-08,10000,1000000,50,13015
1000000.0,1000000.0,1e-08,10000,1000000,50,12958
1000000.0,1000000.0,1e-08,10000,1000000,50,13073
1000000.0,1000000.0,1e-08,10000,smc_k,50,13140
1000000.0,1000000.0,1e-08,10000,smc_k,50,13077
1000000.0,1000000.0,1e-08,10000,smc_k,50,13064
1000000.0,1000000.0,1e-08,10000,smc_k,50,12968
1000000.0,1000000.0,1e-08,10000,smc_k,50,13140
1000000.0,1000000.0,1e-08,10000,smc_k,50,13169
1000000.0,1000000.0,1e-08,10000,smc_k,50,13149
1000000.0,1000000.0,1e-08,10000,smc_k,50,13109
1000000.0,1000000.0,1e-08,10000,smc_k,50,13122
1000000.0,1000000.0,1e-08,10000,smc_k,50,13121
1000000.0,1000000.0,1e-08,10000,Hudson,50,13010
1000000.0,1000000.0,1e-08,10000,Hudson,50,13009
1000000.0,1000000.0,1e-08,10000,Hudson,50,12994
1000000.0,1000000.0,1e-08,10000,Hudson,50,13083
1000000.0,1000000.0,1e-08,10000,smc_k,50,12938
1000000.0,1000000.0,1e-08,10000,Hudson,50,13027
1000000.0,1000000.0,1e-08,10000,Hudson,50,12989
1000000.0,1000000.0,1e-08,10000,Hudson,50,13019
1000000.0,1000000.0,1e-08,10000,Hudson,50,13023
1000000.0,1000000.0,1e-08,10000,Hudson,50,13035
1000000.0,1000000.0,1e-08,10000,Hudson,50,13075
1000000.0,1000000.0,1e-08,10000,Hudson,50,13028
1000000.0,1000000.0,1e-08,10000,Hudson,50,12981
1000000.0,1000000.0,1e-08,10000,Hudson,50,13054
1000000.0,1000000.0,1e-08,10000,Hudson,50,13015
1000000.0,1000000.0,1e-08,10000,Hudson,50,12947
1000000.0,1000000.0,1e-08,10000,Hudson,50,13062
1000000.0,1000000.0,1e-08,10000,Hudson,50,13053
1000000.0,1000000.0,1e-08,10000,Hudson,50,13013
1000000.0,1000000.0,1e-08,10000,Hudson,50,12955
1000000.0,1000000.0,1e-08,10000,Hudson,50,12909
1000000.0,1000000.0,1e-08,10000,Hudson,50,13016
1000000.0,1000000.0,1e-08,10000,Hudson,50,13156
1000000.0,1000000.0,1e-08,10000,Hudson,50,13012
1000000.0,1000000.0,1e-08,10000,Hudson,50,12941
1000000.0,1000000.0,1e-08,10000,Hudson,50,12967
1000000.0,1000000.0,1e-08,10000,smc_k,50,13113
1000000.0,1000000.0,1e-08,10000,smc_k,50,13087
1000000.0,1000000.0,1e-08,10000,smc_k,50,13190
1000000.0,1000000.0,1e-08,10000,smc_k,50,12971
1000000.0,1000000.0,1e-08,10000,smc_k,50,13079
1000000.0,1000000.0,1e-08,10000,smc_k,50,13107
1000000.0,1000000.0,1e-08,10000,smc_k,50,13050
1000000.0,1000000.0,1e-08,10000,smc_k,50,13097
1000000.0,1000000.0,1e-08,10000,smc_k,50,13145
1000000.0,1000000.0,1e-08,10000,dtwf,50,12923
1000000.0,1000000.0,1e-08,10000,smc_k,50,13141
1000000.0,1000000.0,1e-08,10000,dtwf,50,12963
1000000.0,1000000.0,1e-08,10000,dtwf,50,12973
1000000.0,1000000.0,1e-08,10000,dtwf,50,12965
1000000.0,1000000.0,1e-08,10000,dtwf,50,13029
1000000.0,1000000.0,1e-08,10000,dtwf,50,12964
1000000.0,1000000.0,1e-08,10000,dtwf,50,12936
1000000.0,1000000.0,1e-08,10000,dtwf,50,12905
1000000.0,1000000.0,1e-08,10000,dtwf,50,13095
1000000.0,1000000.0,1e-08,10000,dtwf,50,12989
1000000.0,1000000.0,1e-08,10000,dtwf,50,12839
1000000.0,1000000.0,1e-08,10000,dtwf,50,13057
1000000.0,1000000.0,1e-08,10000,dtwf,50,13021
1000000.0,1000000.0,1e-08,10000,dtwf,50,13002
1000000.0,1000000.0,1e-08,10000,dtwf,50,13049
1000000.0,1000000.0,1e-08,10000,dtwf,50,13013
1000000.0,1000000.0,1e-08,10000,dtwf,50,12990
1000000.0,1000000.0,1e-08,10000,dtwf,50,12968
1000000.0,1000000.0,1e-08,10000,dtwf,50,12872
1000000.0,1000000.0,1e-08,10000,dtwf,50,12907
1000000.0,1000000.0,1e-08,10000,dtwf,50,12965
1000000.0,1000000.0,1e-08,10000,dtwf,50,13017
1000000.0,1000000.0,1e-08,10000,dtwf,50,13006
1000000.0,1000000.0,1e-08,10000,dtwf,50,13048
1000000.0,1000000.0,1e-08,10000,dtwf,50,12998
1000000.0,1000000.0,1e-08,10000,10,100,15124
1000000.0,1000000.0,1e-08,10000,10,100,15237
1000000.0,1000000.0,1e-08,10000,10,100,15342
1000000.0,1000000.0,1e-08,10000,10,100,15193
1000000.0,1000000.0,1e-08,10000,10,100,14993
1000000.0,1000000.0,1e-08,10000,10,100,14971
1000000.0,1000000.0,1e-08,10000,10,100,15228
1000000.0,1000000.0,1e-08,10000,10,100,15148
1000000.0,1000000.0,1e-08,10000,10,100,15205
1000000.0,1000000.0,1e-08,10000,10,100,15164
1000000.0,1000000.0,1e-08,10000,10,100,15262
1000000.0,1000000.0,1e-08,10000,10,100,15215
1000000.0,1000000.0,1e-08,10000,10,100,15192
1000000.0,1000000.0,1e-08,10000,10,100,15062
1000000.0,1000000.0,1e-08,10000,10,100,15316
1000000.0,1000000.0,1e-08,10000,10,100,15247
1000000.0,1000000.0,1e-08,10000,10,100,15101
1000000.0,1000000.0,1e-08,10000,10,100,15210
1000000.0,1000000.0,1e-08,10000,10,100,15145
1000000.0,1000000.0,1e-08,10000,10,100,15282
1000000.0,1000000.0,1e-08,10000,10,100,15230
1000000.0,1000000.0,1e-08,10000,10,100,15228
1000000.0,1000000.0,1e-08,10000,10,100,15160
1000000.0,1000000.0,1e-08,10000,10,100,15120
1000000.0,1000000.0,1e-08,10000,100,100,15123
1000000.0,1000000.0,1e-08,10000,100,100,15167
1000000.0,1000000.0,1e-08,10000,10,100,15202
1000000.0,1000000.0,1e-08,10000,100,100,15268
1000000.0,1000000.0,1e-08,10000,100,100,15195
1000000.0,1000000.0,1e-08,10000,100,100,14976
1000000.0,1000000.0,1e-08,10000,100,100,15113
1000000.0,1000000.0,1e-08,10000,100,100,15107
1000000.0,1000000.0,1e-08,10000,100,100,15052
1000000.0,1000000.0,1e-08,10000,100,100,15126
1000000.0,1000000.0,1e-08,10000,100,100,15278
1000000.0,1000000.0,1e-08,10000,100,100,15423
1000000.0,1000000.0,1e-08,10000,100,100,15274
1000000.0,1000000.0,1e-08,10000,100,100,15177
1000000.0,1000000.0,1e-08,10000,100,100,15247
1000000.0,1000000.0,1e-08,10000,100,100,15158
1000000.0,1000000.0,1e-08,10000,100,100,15218
1000000.0,1000000.0,1e-08,10000,100,100,15156
1000000.0,1000000.0,1e-08,10000,100,100,15222
1000000.0,1000000.0,1e-08,10000,100,100,15127
1000000.0,1000000.0,1e-08,10000,100,100,15240
1000000.0,1000000.0,1e-08,10000,100,100,15284
1000000.0,1000000.0,1e-08,10000,100,100,15226
1000000.0,1000000.0,1e-08,10000,100,100,15187
1000000.0,1000000.0,1e-08,10000,1000,100,15094
1000000.0,1000000.0,1e-08,10000,1000,100,15191
1000000.0,1000000.0,1e-08,10000,1000,100,15165
1000000.0,1000000.0,1e-08,10000,1000,100,15109
1000000.0,1000000.0,1e-08,10000,100,100,15132
1000000.0,1000000.0,1e-08,10000,100,100,15150
1000000.0,1000000.0,1e-08,10000,1000,100,15249
1000000.0,1000000.0,1e-08,10000,1000,100,15179
1000000.0,1000000.0,1e-08,10000,1000,100,15309
1000000.0,1000000.0,1e-08,10000,1000,100,15113
1000000.0,1000000.0,1e-08,10000,1000,100,15150
1000000.0,1000000.0,1e-08,10000,1000,100,15344
1000000.0,1000000.0,1e-08,10000,1000,100,15290
1000000.0,1000000.0,1e-08,10000,1000,100,15245
1000000.0,1000000.0,1e-08,10000,1000,100,15137
1000000.0,1000000.0,1e-08,10000,1000,100,15232
1000000.0,1000000.0,1e-08,10000,1000,100,15116
1000000.0,1000000.0,1e-08,10000,1000,100,15189
1000000.0,1000000.0,1e-08,10000,1000,100,15271
1000000.0,1000000.0,1e-08,10000,1000,100,15072
1000000.0,1000000.0,1e-08,10000,1000,100,15291
1000000.0,1000000.0,1e-08,10000,1000,100,15332
1000000.0,1000000.0,1e-08,10000,1000,100,15158
1000000.0,1000000.0,1e-08,10000,1000,100,15273
1000000.0,1000000.0,1e-08,10000,10000,100,15193
1000000.0,1000000.0,1e-08,10000,10000,100,15314
1000000.0,1000000.0,1e-08,10000,1000,100,15074
1000000.0,1000000.0,1e-08,10000,10000,100,15169
1000000.0,1000000.0,1e-08,10000,10000,100,15322
1000000.0,1000000.0,1e-08,10000,1000,100,15364
1000000.0,1000000.0,1e-08,10000,10000,100,15173
1000000.0,1000000.0,1e-08,10000,10000,100,15129
