N,L,r,num_samples,model,gens,ancestors
1000000.0,1000000.0,1e-08,10000,1000,100,15249
1000000.0,1000000.0,1e-08,10000,10000,100,15127
1000000.0,1000000.0,1e-08,10000,10000,100,15175
1000000.0,1000000.0,1e-08,10000,10000,100,15103
1000000.0,1000000.0,1e-08,10000,10000,100,15204
1000000.0,1000000.0,1e-08,10000,10000,100,15057
1000000.0,1000000.0,1e-08,10000,10000,100,15120
1000000.0,1000000.0,1e-08,10000,10000,100,15153
1000000.0,1000000.0,1e-08,10000,10000,100,15303
1000000.0,1000000.0,1e-08,10000,10000,100,15129
1000000.0,1000000.0,1e-08,10000,10000,100,15278
1000000.0,1000000.0,1e-08,10000,10000,100,15285
1000000.0,1000000.0,1e-08,10000,10000,100,14989
1000000.0,1000000.0,1e-08,10000,10000,100,15215
1000000.0,1000000.0,1e-08,10000,10000,100,15303
1000000.0,1000000.0,1e-08,10000,10000,100,15253
1000000.0,1000000.0,1e-08,10000,10000,100,15125
1000000.0,1000000.0,1e-08,10000,100000,100,15094
1000000.0,1000000.0,1e-08,10000,10000,100,15108
1000000.0,1000000.0,1e-08,10000,100000,100,15231
1000000.0,1000000.0,1e-08,10000,10000,100,15271
1000000.0,1000000.0,1e-08,10000,10000,100,15223
1000000.0,1000000.0,1e-08,10000,100000,100,14996
1000000.0,1000000.0,1e-08,10000,100000,100,15234
1000000.0,1000000.0,1e-08,10000,100000,100,15095
1000000.0,1000000.0,1e-08,10000,100000,100,15150
1000000.0,1000000.0,1e-08,10000,100000,100,15211
1000000.0,1000000.0,1e-08,10000,100000,100,14994
1000000.0,1000000.0,1e-08,10000,100000,100,14992
1000000.0,1000000.0,1e-08,10000,100000,100,15104
1000000.0,1000000.0,1e-08,10000,100000,100,15156
1000000.0,1000000.0,1e-08,10000,100000,100,15236
1000000.0,1000000.0,1e-08,10000,100000,100,15088
1000000.0,1000000.0,1e-08,10000,100000,100,15039
1000000.0,1000000.0,1e-08,10000,100000,100,15117
1000000.0,1000000.0,1e-08,10000,100000,100,15219
1000000.0,1000000.0,1e-08,10000,100000,100,15185
1000000.0,1000000.0,1e-08,10000,100000,100,15136
1000000.0,1000000.0,1e-08,10000,100000,100,15273
1000000.0,1000000.0,1e-08,10000,100000,100,15111
1000000.0,1000000.0,1e-08,10000,100000,100,15079
1000000.0,1000000.0,1e-08,10000,1000000,100,14961
1000000.0,1000000.0,1e-08,10000,100000,100,15021
1000000.0,1000000.0,1e-08,10000,1000000,100,14762
1000000.0,1000000.0,1e-08,10000,100000,100,14958
1000000.0,1000000.0,1e-08,10000,1000000,100,14900
1000000.0,1000000.0,1e-08,10000,1000000,100,14777
1000000.0,1000000.0,1e-08,10000,1000000,100,14957
1000000.0,1000000.0,1e-08,10000,100000,100,15065
1000000.0,1000000.0,1e-08,10000,100000,100,15160
1000000.0,1000000.0,1e-08,10000,1000000,100,14983
1000000.0,1000000.0,1e-08,10000,1000000,100,14816
1000000.0,1000000.0,1e-08,10000,1000000,100,14740
1000000.0,1000000.0,1e-08,10000,1000000,100,14745
1000000.0,1000000.0,1e-08,10000,1000000,100,14925
1000000.0,1000000.0,1e-08,10000,1000000,100,14760
1000000.0,1000000.0,1e-08,10000,1000000,100,14871
1000000.0,1000000.0,1e-08,10000,1000000,100,14910
1000000.0,1000000.0,1e-08,10000,1000000,100,14743
1000000.0,1000000.0,1e-08,10000,1000000,100,14801
1000000.0,1000000.0,1e-08,10000,1000000,100,14927
1000000.0,1000000.0,1e-08,10000,1000000,100,14856
1000000.0,1000000.0,1e-08,10000,1000000,100,14801
1000000.0,1000000.0,1e-08,10000,1000000,100,14853
1000000.0,1000000.0,1e-08,10000,1000000,100,14956
1000000.0,1000000.0,1e-08,10000,1000000,100,14753
1000000.0,1000000.0,1e-08,10000,1000000,100,14585
1000000.0,1000000.0,1e-08,10000,1000000,100,14791
1000000.0,1000000.0,1e-08,10000,1000000,100,14580
1000000.0,1000000.0,1e-08,10000,1000000,100,14751
1000000.0,1000000.0,1e-08,10000,smc_k,100,15232
1000000.0,1000000.0,1e-08,10000,smc_k,100,15306
1000000.0,1000000.0,1e-08,10000,smc_k,100,15181
1000000.0,1000000.0,1e-08,10000,smc_k,100,15314
1000000.0,1000000.0,1e-08,10000,smc_k,100,15084
1000000.0,1000000.0,1e-08,10000,smc_k,100,15158
1000000.0,1000000.0,1e-08,10000,smc_k,100,15252
1000000.0,1000000.0,1e-08,10000,smc_k,100,15109
1000000.0,1000000.0,1e-08,10000,smc_k,100,15157
1000000.0,1000000.0,1e-08,10000,smc_k,100,15099
1000000.0,1000000.0,1e-08,10000,smc_k,100,15208
1000000.0,1000000.0,1e-08,10000,smc_k,100,15417
1000000.0,1000000.0,1e-08,10000,smc_k,100,15215
1000000.0,1000000.0,1e-08,10000,smc_k,100,15158
1000000.0,1000000.0,1e-08,10000,Hudson,100,14989
1000000.0,1000000.0,1e-08,10000,Hudson,100,14661
1000000.0,1000000.0,1e-08,10000,Hudson,100,14683
1000000.0,1000000.0,1e-08,10000,smc_k,100,15098
1000000.0,1000000.0,1e-08,10000,Hudson,100,14823
1000000.0,1000000.0,1e-08,10000,Hudson,100,14821
1000000.0,1000000.0,1e-08,10000,Hudson,100,14828
1000000.0,1000000.0,1e-08,10000,Hudson,100,14782
1000000.0,1000000.0,1e-08,10000,Hudson,100,14848
1000000.0,1000000.0,1e-08,10000,Hudson,100,14811
1000000.0,1000000.0,1e-08,10000,Hudson,100,14837
1000000.0,1000000.0,1e-08,10000,Hudson,100,14757
1000000.0,1000000.0,1e-08,10000,Hudson,100,14775
1000000.0,1000000.0,1e-08,10000,Hudson,100,14844
1000000.0,1000000.0,1e-08,10000,Hudson,100,14847
1000000.0,1000000.0,1e-08,10000,Hudson,100,14774
1000000.0,1000000.0,1e-08,10000,Hudson,100,14821
1000000.0,1000000.0,1e-08,10000,Hudson,100,14787
1000000.0,1000000.0,1e-08,10000,Hudson,100,14851
1000000.0,1000000.0,1e-08,10000,Hudson,100,14852
1000000.0,1000000.0,1e-08,10000,Hudson,100,14847
1000000.0,1000000.0,1e-08,10000,Hudson,100,14796
1000000.0,1000000.0,1e-08,10000,Hudson,100,14792
1000000.0,1000000.0,1e-08,10000,Hudson,100,14764
1000000.0,1000000.0,1e-08,10000,Hudson,100,14749
1000000.0,1000000.0,1e-08,10000,Hudson,100,14874
1000000.0,1000000.0,1e-08,10000,smc_k,100,15124
1000000.0,1000000.0,1e-08,10000,smc_k,100,15165
1000000.0,1000000.0,1e-08,10000,smc_k,100,15000
1000000.0,1000000.0,1e-08,10000,dtwf,100,14848
1000000.0,1000000.0,1e-08,10000,smc_k,100,15170
1000000.0,1000000.0,1e-08,10000,smc_k,100,15217
1000000.0,1000000.0,1e-08,10000,dtwf,100,14884
1000000.0,1000000.0,1e-08,10000,smc_k,100,15262
1000000.0,1000000.0,1e-08,10000,dtwf,100,14578
1000000.0,1000000.0,1e-08,10000,smc_k,100,15177
1000000.0,1000000.0,1e-08,10000,smc_k,100,15114
1000000.0,1000000.0,1e-08,10000,dtwf,100,14636
1000000.0,1000000.0,1e-08,10000,dtwf,100,14933
1000000.0,1000000.0,1e-08,10000,dtwf,100,14767
1000000.0,1000000.0,1e-08,10000,dtwf,100,14904
1000000.0,1000000.0,1e-08,10000,dtwf,100,14674
1000000.0,1000000.0,1e-08,10000,dtwf,100,14642
1000000.0,1000000.0,1e-08,10000,dtwf,100,14769
1000000.0,1000000.0,1e-08,10000,dtwf,100,14783
1000000.0,1000000.0,1e-08,10000,dtwf,100,14817
1000000.0,1000000.0,1e-08,10000,dtwf,100,14677
1000000.0,1000000.0,1e-08,10000,smc_k,100,15095
1000000.0,1000000.0,1e-08,10000,dtwf,100,14827
1000000.0,1000000.0,1e-08,10000,dtwf,100,14867
1000000.0,1000000.0,1e-08,10000,dtwf,100,14751
1000000.0,1000000.0,1e-08,10000,smc_k,100,15142
1000000.0,1000000.0,1e-08,10000,dtwf,100,14739
1000000.0,1000000.0,1e-08,10000,dtwf,100,14835
1000000.0,1000000.0,1e-08,10000,dtwf,100,14654
1000000.0,1000000.0,1e-08,10000,dtwf,100,14778
1000000.0,1000000.0,1e-08,10000,dtwf,100,14923
1000000.0,1000000.0,1e-08,10000,dtwf,100,14864
1000000.0,1000000.0,1e-08,10000,dtwf,100,14704
1000000.0,1000000.0,1e-08,10000,dtwf,100,14741
1000000.0,1000000.0,1e-08,10000,dtwf,100,14794
1000000.0,1000000.0,1e-08,10000,10,500,20475
1000000.0,1000000.0,1e-08,10000,10,500,20597
1000000.0,1000000.0,1e-08,10000,10,500,20665
1000000.0,1000000.0,1e-08,10000,10,500,20803
1000000.0,1000000.0,1e-08,10000,10,500,20268
1000000.0,1000000.0,1e-08,10000,10,500,20680
1000000.0,1000000.0,1e-08,10000,10,500,20462
1000000.0,1000000.0,1e-08,10000,10,500,20141
1000000.0,1000000.0,1e-08,10000,10,500,20412
1000000.0,1000000.0,1e-08,10000,10,500,20392
1000000.0,1000000.0,1e-08,10000,10,500,20543
1000000.0,1000000.0,1e-08,10000,10,500,20575
1000000.0,1000000.0,1e-08,10000,10,500,20549
1000000.0,1000000.0,1e-08,10000,10,500,20695
1000000.0,1000000.0,1e-08,10000,10,500,20585
1000000.0,1000000.0,1e-08,10000,10,500,20630
1000000.0,1000000.0,1e-08,10000,10,500,20478
1000000.0,1000000.0,1e-08,10000,10,500,20345
1000000.0,1000000.0,1e-08,10000,10,500,20357
1000000.0,1000000.0,1e-08,10000,10,500,20387
1000000.0,1000000.0,1e-08,10000,10,500,20457
1000000.0,1000000.0,1e-08,10000,10,500,20378
1000000.0,1000000.0,1e-08,10000,10,500,20516
1000000.0,1000000.0,1e-08,10000,10,500,20426
1000000.0,1000000.0,1e-08,10000,100,500,20661
1000000.0,1000000.0,1e-08,10000,10,500,20456
1000000.0,1000000.0,1e-08,10000,100,500,20305
1000000.0,1000000.0,1e-08,10000,100,500,20344
1000000.0,1000000.0,1e-08,10000,100,500,20361
1000000.0,1000000.0,1e-08,10000,100,500,20693
1000000.0,1000000.0,1e-08,10000,100,500,20747
1000000.0,1000000.0,1e-08,10000,100,500,20492
1000000.0,1000000.0,1e-08,10000,100,500,20772
1000000.0,1000000.0,1e-08,10000,100,500,20668
1000000.0,1000000.0,1e-08,10000,100,500,20538
1000000.0,1000000.0,1e-08,10000,100,500,20437
1000000.0,1000000.0,1e-08,10000,100,500,20673
1000000.0,1000000.0,1e-08,10000,100,500,20345
1000000.0,1000000.0,1e-08,10000,100,500,20309
1000000.0,1000000.0,1e-08,10000,100,500,20394
1000000.0,1000000.0,1e-08,10000,100,500,20660
1000000.0,1000000.0,1e-08,10000,100,500,20729
1000000.0,1000000.0,1e-08,10000,100,500,20572
1000000.0,1000000.0,1e-08,10000,100,500,20386
1000000.0,1000000.0,1e-08,10000,100,500,20719
1000000.0,1000000.0,1e-08,10000,100,500,20598
1000000.0,1000000.0,1e-08,10000,100,500,20405
1000000.0,1000000.0,1e-08,10000,100,500,20575
1000000.0,1000000.0,1e-08,10000,100,500,20622
1000000.0,1000000.0,1e-08,10000,100,500,20388
1000000.0,1000000.0,1e-08,10000,1000,500,20358
1000000.0,1000000.0,1e-08,10000,1000,500,20554
1000000.0,1000000.0,1e-08,10000,1000,500,20548
1000000.0,1000000.0,1e-08,10000,1000,500,20379
1000000.0,1000000.0,1e-08,10000,1000,500,20432
1000000.0,1000000.0,1e-08,10000,1000,500,20881
1000000.0,1000000.0,1e-08,10000,1000,500,20327
1000000.0,1000000.0,1e-08,10000,1000,500,20333
1000000.0,1000000.0,1e-08,10000,1000,500,20427
1000000.0,1000000.0,1e-08,10000,1000,500,20533
1000000.0,1000000.0,1e-08,10000,1000,500,20471
1000000.0,1000000.0,1e-08,10000,1000,500,20392
1000000.0,1000000.0,1e-08,10000,1000,500,20371
1000000.0,1000000.0,1e-08,10000,1000,500,20322
1000000.0,1000000.0,1e-08,10000,1000,500,20790
1000000.0,1000000.0,1e-08,10000,1000,500,20478
1000000.0,1000000.0,1e-08,10000,1000,500,20515
1000000.0,1000000.0,1e-08,10000,1000,500,20278
1000000.0,1000000.0,1e-08,10000,1000,500,20584
1000000.0,1000000.0,1e-08,10000,1000,500,20452
1000000.0,1000000.0,1e-08,10000,1000,500,20551
1000000.0,1000000.0,1e-08,10000,1000,500,20612
1000000.0,1000000.0,1e-08,10000,1000,500,20219
1000000.0,1000000.0,1e-08,10000,1000,500,20553
1000000.0,1000000.0,1e-08,10000,1000,500,20322
1000000.0,1000000.0,1e-08,10000,10000,500,20250
1000000.0,1000000.0,1e-08,10000,10000,500,20020
1000000.0,1000000.0,1e-08,10000,10000,500,20146
1000000.0,1000000.0,1e-08,10000,10000,500,20294
1000000.0,1000000.0,1e-08,10000,10000,500,20173
1000000.0,1000000.0,1e-08,10000,10000,500,20068
1000000.0,1000000.0,1e-08,10000,10000,500,20187
1000000.0,1000000.0,1e-08,10000,10000,500,20145
1000000.0,1000000.0,1e-08,10000,10000,500,20123
1000000.0,1000000.0,1e-08,10000,10000,500,20235
1000000.0,1000000.0,1e-08,10000,10000,500,20340
1000000.0,1000000.0,1e-08,10000,10000,500,20484
1000000.0,1000000.0,1e-08,10000,10000,500,20322
1000000.0,1000000.0,1e-08,10000,10000,500,20162
1000000.0,1000000.0,1e-08,10000,10000,500,20331
1000000.0,1000000.0,1e-08,10000,10000,500,20380
1000000.0,1000000.0,1e-08,10000,10000,500,20361
1000000.0,1000000.0,1e-08,10000,10000,500,20480
1000000.0,1000000.0,1e-08,10000,10000,500,20483
1000000.0,1000000.0,1e-08,10000,10000,500,20392
1000000.0,1000000.0,1e-08,10000,10000,500,20236
1000000.0,1000000.0,1e-08,10000,10000,500,20355
1000000.0,1000000.0,1e-08,10000,10000,500,20220
1000000.0,1000000.0,1e-08,10000,10000,500,20179
1000000.0,1000000.0,1e-08,10000,10000,500,20499
1000000.0,1000000.0,1e-08,10000,100000,500,18538
1000000.0,1000000.0,1e-08,10000,100000,500,18586
1000000.0,1000000.0,1e-08,10000,100000,500,18822
1000000.0,1000000.0,1e-08,10000,100000,500,18735
1000000.0,1000000.0,1e-08,10000,100000,500,18645
1000000.0,1000000.0,1e-08,10000,100000,500,18722
1000000.0,1000000.0,1e-08,10000,100000,500,18609
1000000.0,1000000.0,1e-08,10000,100000,500,18449
1000000.0,1000000.0,1e-08,10000,100000,500,18674
1000000.0,1000000.0,1e-08,10000,100000,500,18804
1000000.0,1000000.0,1e-08,10000,100000,500,18459
1000000.0,1000000.0,1e-08,10000,100000,500,18611
1000000.0,1000000.0,1e-08,10000,100000,500,18564
1000000.0,1000000.0,1e-08,10000,100000,500,18685
1000000.0,1000000.0,1e-08,10000,100000,500,18505
1000000.0,1000000.0,1e-08,10000,100000,500,18570
1000000.0,1000000.0,1e-08,10000,100000,500,18656
1000000.0,1000000.0,1e-08,10000,100000,500,18779
1000000.0,1000000.0,1e-08,10000,100000,500,18375
1000000.0,1000000.0,1e-08,10000,100000,500,18593
1000000.0,1000000.0,1e-08,10000,100000,500,18399
1000000.0,1000000.0,1e-08,10000,100000,500,18767
1000000.0,1000000.0,1e-08,10000,100000,500,18450
1000000.0,1000000.0,1e-08,10000,100000,500,18689
1000000.0,1000000.0,1e-08,10000,1000000,500,15461
1000000.0,1000000.0,1e-08,10000,100000,500,18761
1000000.0,1000000.0,1e-08,10000,1000000,500,15519
1000000.0,1000000.0,1e-08,10000,1000000,500,15556
1000000.0,1000000.0,1e-08,10000,1000000,500,15555
1000000.0,1000000.0,1e-08,10000,1000000,500,15413
1000000.0,1000000.0,1e-08,10000,1000000,500,15504
1000000.0,1000000.0,1e-08,10000,1000000,500,15301
1000000.0,1000000.0,1e-08,10000,1000000,500,15673
1000000.0,1000000.0,1e-08,10000,1000000,500,15504
1000000.0,1000000.0,1e-08,10000,1000000,500,15494
1000000.0,1000000.0,1e-08,10000,1000000,500,15566
1000000.0,1000000.0,1e-08,10000,1000000,500,15408
1000000.0,1000000.0,1e-08,10000,1000000,500,15428
1000000.0,1000000.0,1e-08,10000,1000000,500,15296
1000000.0,1000000.0,1e-08,10000,1000000,500,15493
1000000.0,1000000.0,1e-08,10000,1000000,500,15406
1000000.0,1000000.0,1e-08,10000,1000000,500,15566
1000000.0,1000000.0,1e-08,10000,1000000,500,15465
1000000.0,1000000.0,1e-08,10000,1000000,500,15282
1000000.0,1000000.0,1e-08,10000,1000000,500,15476
1000000.0,1000000.0,1e-08,10000,1000000,500,15440
1000000.0,1000000.0,1e-08,10000,1000000,500,15404
1000000.0,1000000.0,1e-08,10000,smc_k,500,20414
1000000.0,1000000.0,1e-08,10000,1000000,500,15498
1000000.0,1000000.0,1e-08,10000,1000000,500,15488
1000000.0,1000000.0,1e-08,10000,smc_k,500,20437
1000000.0,1000000.0,1e-08,10000,1000000,500,15292
1000000.0,1000000.0,1e-08,10000,smc_k,500,20478
1000000.0,1000000.0,1e-08,10000,smc_k,500,20330
1000000.0,1000000.0,1e-08,10000,smc_k,500,20385
1000000.0,1000000.0,1e-08,10000,smc_k,500,20399
1000000.0,1000000.0,1e-08,10000,smc_k,500,20571
1000000.0,1000000.0,1e-08,10000,smc_k,500,20557
1000000.0,1000000.0,1e-08,10000,smc_k,500,20514
1000000.0,1000000.0,1e-08,10000,smc_k,500,20380
1000000.0,1000000.0,1e-08,10000,smc_k,500,20411
1000000.0,1000000.0,1e-08,10000,smc_k,500,20441
1000000.0,1000000.0,1e-08,10000,smc_k,500,20524
1000000.0,1000000.0,1e-08,10000,smc_k,500,20473
1000000.0,1000000.0,1e-08,10000,Hudson,500,15454
1000000.0,1000000.0,1e-08,10000,Hudson,500,15512
1000000.0,1000000.0,1e-08,10000,smc_k,500,20532
1000000.0,1000000.0,1e-08,10000,Hudson,500,15450
1000000.0,1000000.0,1e-08,10000,Hudson,500,15398
1000000.0,1000000.0,1e-08,10000,Hudson,500,15433
1000000.0,1000000.0,1e-08,10000,Hudson,500,15397
1000000.0,1000000.0,1e-08,10000,Hudson,500,15407
1000000.0,1000000.0,1e-08,10000,Hudson,500,15504
1000000.0,1000000.0,1e-08,10000,Hudson,500,15781
1000000.0,1000000.0,1e-08,10000,smc_k,500,20649
1000000.0,1000000.0,1e-08,10000,Hudson,500,15447
1000000.0,1000000.0,1e-08,10000,smc_k,500,20607
1000000.0,1000000.0,1e-08,10000,Hudson,500,15482
1000000.0,1000000.0,1e-08,10000,Hudson,500,15551
1000000.0,1000000.0,1e-08,10000,Hudson,500,15425
1000000.0,1000000.0,1e-08,10000,Hudson,500,15528
1000000.0,1000000.0,1e-08,10000,Hudson,500,15535
1000000.0,1000000.0,1e-08,10000,Hudson,500,15560
1000000.0,1000000.0,1e-08,10000,Hudson,500,15317
1000000.0,1000000.0,1e-08,10000,Hudson,500,15408
1000000.0,1000000.0,1e-08,10000,Hudson,500,15718
1000000.0,1000000.0,1e-08,10000,Hudson,500,15292
1000000.0,1000000.0,1e-08,10000,Hudson,500,15276
1000000.0,1000000.0,1e-08,10000,Hudson,500,15610
1000000.0,1000000.0,1e-08,10000,Hudson,500,15430
1000000.0,1000000.0,1e-08,10000,Hudson,500,15530
1000000.0,1000000.0,1e-08,10000,Hudson,500,15554
1000000.0,1000000.0,1e-08,10000,smc_k,500,20462
1000000.0,1000000.0,1e-08,10000,dtwf,500,15489
1000000.0,1000000.0,1e-08,10000,dtwf,500,15449
1000000.0,1000000.0,1e-08,10000,dtwf,500,15318
1000000.0,1000000.0,1e-08,10000,dtwf,500,15366
1000000.0,1000000.0,1e-08,10000,smc_k,500,20468
1000000.0,1000000.0,1e-08,10000,smc_k,500,20918
1000000.0,1000000.0,1e-08,10000,smc_k,500,20362
1000000.0,1000000.0,1e-08,10000,dtwf,500,15337
1000000.0,1000000.0,1e-08,10000,dtwf,500,15384
1000000.0,1000000.0,1e-08,10000,dtwf,500,15491
1000000.0,1000000.0,1e-08,10000,smc_k,500,20603
1000000.0,1000000.0,1e-08,10000,dtwf,500,15429
1000000.0,1000000.0,1e-08,10000,dtwf,500,15461
1000000.0,1000000.0,1e-08,10000,dtwf,500,15419
1000000.0,1000000.0,1e-08,10000,dtwf,500,15414
1000000.0,1000000.0,1e-08,10000,dtwf,500,15146
1000000.0,1000000.0,1e-08,10000,dtwf,500,15454
1000000.0,1000000.0,1e-08,10000,dtwf,500,15246
1000000.0,1000000.0,1e-08,10000,dtwf,500,15295
1000000.0,1000000.0,1e-08,10000,dtwf,500,15558
1000000.0,1000000.0,1e-08,10000,smc_k,500,20226
1000000.0,1000000.0,1e-08,10000,dtwf,500,15302
1000000.0,1000000.0,1e-08,10000,dtwf,500,15350
1000000.0,1000000.0,1e-08,10000,dtwf,500,15298
1000000.0,1000000.0,1e-08,10000,dtwf,500,15419
1000000.0,1000000.0,1e-08,10000,dtwf,500,15419
1000000.0,1000000.0,1e-08,10000,dtwf,500,15373
1000000.0,1000000.0,1e-08,10000,dtwf,500,15434
1000000.0,1000000.0,1e-08,10000,dtwf,500,15360
1000000.0,1000000.0,1e-08,10000,dtwf,500,15368
1000000.0,1000000.0,1e-08,10000,smc_k,500,20547
1000000.0,1000000.0,1e-08,10000,smc_k,500,20457
1000000.0,1000000.0,1e-08,10000,10,1000,21075
1000000.0,1000000.0,1e-08,10000,10,1000,21316
1000000.0,1000000.0,1e-08,10000,10,1000,21480
1000000.0,1000000.0,1e-08,10000,10,1000,21324
1000000.0,1000000.0,1e-08,10000,10,1000,21281
1000000.0,1000000.0,1e-08,10000,10,1000,21034
1000000.0,1000000.0,1e-08,10000,10,1000,21209
1000000.0,1000000.0,1e-08,10000,10,1000,21204
1000000.0,1000000.0,1e-08,10000,10,1000,21350
1000000.0,1000000.0,1e-08,10000,10,1000,21101
1000000.0,1000000.0,1e-08,10000,10,1000,21366
1000000.0,1000000.0,1e-08,10000,10,1000,21488
1000000.0,1000000.0,1e-08,10000,10,1000,21398
1000000.0,1000000.0,1e-08,10000,10,1000,21110
1000000.0,1000000.0,1e-08,10000,10,1000,21183
1000000.0,1000000.0,1e-08,10000,10,1000,21211
1000000.0,1000000.0,1e-08,10000,10,1000,21336
1000000.0,1000000.0,1e-08,10000,10,1000,21289
1000000.0,1000000.0,1e-08,10000,10,1000,21142
1000000.0,1000000.0,1e-08,10000,10,1000,21418
1000000.0,1000000.0,1e-08,10000,10,1000,21601
1000000.0,1000000.0,1e-08,10000,10,1000,21240
1000000.0,1000000.0,1e-08,10000,10,1000,21300
1000000.0,1000000.0,1e-08,10000,100,1000,21316
1000000.0,1000000.0,1e-08,10000,100,1000,20945
1000000.0,1000000.0,1e-08,10000,10,1000,21151
1000000.0,1000000.0,1e-08,10000,10,1000,21056
1000000.0,1000000.0,1e-08,10000,100,1000,21150
1000000.0,1000000.0,1e-08,10000,100,1000,21282
1000000.0,1000000.0,1e-08,10000,100,1000,21264
1000000.0,1000000.0,1e-08,10000,100,1000,21121
1000000.0,1000000.0,1e-08,10000,100,1000,21190
1000000.0,1000000.0,1e-08,10000,100,1000,21158
1000000.0,1000000.0,1e-08,10000,100,1000,21074
1000000.0,1000000.0,1e-08,10000,100,1000,21078
1000000.0,1000000.0,1e-08,10000,100,1000,21394
1000000.0,1000000.0,1e-08,10000,100,1000,21198
1000000.0,1000000.0,1e-08,10000,100,1000,21144
1000000.0,1000000.0,1e-08,10000,100,1000,21086
1000000.0,1000000.0,1e-08,10000,100,1000,21128
1000000.0,1000000.0,1e-08,10000,100,1000,21223
1000000.0,1000000.0,1e-08,10000,100,1000,21266
1000000.0,1000000.0,1e-08,10000,100,1000,21237
1000000.0,1000000.0,1e-08,10000,100,1000,21485
1000000.0,1000000.0,1e-08,10000,100,1000,21243
1000000.0,1000000.0,1e-08,10000,100,1000,21058
1000000.0,1000000.0,1e-08,10000,100,1000,21230
1000000.0,1000000.0,1e-08,10000,100,1000,20898
1000000.0,1000000.0,1e-08,10000,100,1000,21224
1000000.0,1000000.0,1e-08,10000,1000,1000,21077
1000000.0,1000000.0,1e-08,10000,100,1000,21510
1000000.0,1000000.0,1e-08,10000,1000,1000,21248
1000000.0,1000000.0,1e-08,10000,1000,1000,20936
1000000.0,1000000.0,1e-08,10000,1000,1000,20981
1000000.0,1000000.0,1e-08,10000,1000,1000,20947
1000000.0,1000000.0,1e-08,10000,1000,1000,21199
1000000.0,1000000.0,1e-08,10000,1000,1000,21118
1000000.0,1000000.0,1e-08,10000,1000,1000,21119
1000000.0,1000000.0,1e-08,10000,1000,1000,20988
1000000.0,1000000.0,1e-08,10000,1000,1000,20997
1000000.0,1000000.0,1e-08,10000,1000,1000,21071
1000000.0,1000000.0,1e-08,10000,1000,1000,21254
1000000.0,1000000.0,1e-08,10000,1000,1000,21036
1000000.0,1000000.0,1e-08,10000,1000,1000,21290
1000000.0,1000000.0,1e-08,10000,1000,1000,21101
1000000.0,1000000.0,1e-08,10000,1000,1000,21096
1000000.0,1000000.0,1e-08,10000,1000,1000,21116
1000000.0,1000000.0,1e-08,10000,1000,1000,21174
1000000.0,1000000.0,1e-08,10000,1000,1000,21032
1000000.0,1000000.0,1e-08,10000,1000,1000,21145
1000000.0,1000000.0,1e-08,10000,1000,1000,21287
1000000.0,1000000.0,1e-08,10000,1000,1000,21107
1000000.0,1000000.0,1e-08,10000,1000,1000,21207
1000000.0,1000000.0,1e-08,10000,10000,1000,20408
1000000.0,1000000.0,1e-08,10000,1000,1000,20903
1000000.0,1000000.0,1e-08,10000,1000,1000,21095
1000000.0,1000000.0,1e-08,10000,10000,1000,20545
1000000.0,1000000.0,1e-08,10000,10000,1000,20717
1000000.0,1000000.0,1e-08,10000,10000,1000,20607
1000000.0,1000000.0,1e-08,10000,10000,1000,20691
1000000.0,1000000.0,1e-08,10000,10000,1000,20626
1000000.0,1000000.0,1e-08,10000,10000,1000,20724
1000000.0,1000000.0,1e-08,10000,10000,1000,20733
1000000.0,1000000.0,1e-08,10000,10000,1000,20870
1000000.0,1000000.0,1e-08,10000,10000,1000,20708
1000000.0,1000000.0,1e-08,10000,10000,1000,20476
1000000.0,1000000.0,1e-08,10000,10000,1000,20496
1000000.0,1000000.0,1e-08,10000,10000,1000,20395
1000000.0,1000000.0,1e-08,10000,10000,1000,20439
1000000.0,1000000.0,1e-08,10000,10000,1000,20400
1000000.0,1000000.0,1e-08,10000,10000,1000,20550
1000000.0,1000000.0,1e-08,10000,10000,1000,20772
1000000.0,1000000.0,1e-08,10000,10000,1000,20678
1000000.0,1000000.0,1e-08,10000,10000,1000,20837
1000000.0,1000000.0,1e-08,10000,10000,1000,20824
1000000.0,1000000.0,1e-08,10000,10000,1000,20397
1000000.0,1000000.0,1e-08,10000,10000,1000,20501
1000000.0,1000000.0,1e-08,10000,10000,1000,20765
1000000.0,1000000.0,1e-08,10000,10000,1000,20348
1000000.0,1000000.0,1e-08,10000,10000,1000,20894
1000000.0,1000000.0,1e-08,10000,100000,1000,17127
1000000.0,1000000.0,1e-08,10000,100000,1000,17333
1000000.0,1000000.0,1e-08,10000,100000,1000,17350
1000000.0,1000000.0,1e-08,10000,100000,1000,17219
1000000.0,1000000.0,1e-08,10000,100000,1000,17444
1000000.0,1000000.0,1e-08,10000,100000,1000,17214
1000000.0,1000000.0,1e-08,10000,100000,1000,16951
1000000.0,1000000.0,1e-08,10000,100000,1000,17188
1000000.0,1000000.0,1e-08,10000,100000,1000,17282
1000000.0,1000000.0,1e-08,10000,100000,1000,17092
1000000.0,1000000.0,1e-08,10000,100000,1000,17259
1000000.0,1000000.0,1e-08,10000,100000,1000,17224
1000000.0,1000000.0,1e-08,10000,100000,1000,17246
1000000.0,1000000.0,1e-08,10000,100000,1000,17053
1000000.0,1000000.0,1e-08,10000,100000,1000,17065
1000000.0,1000000.0,1e-08,10000,100000,1000,16969
